element,domain,node0,node1,node2,area_m2,quality,heat_flux_W_m2,electric_field_V_m,joule_W_m3
782,"plate",991,1029,990,0.0000027063293750000044,0.9999999999999998,24355.489393705524,10.426066683756156,1203674.325456734
783,"plate",989,950,951,0.0000027063293749999955,1,21317.694753853026,11.30121822863287,1401071.1260534597
784,"plate",950,912,951,0.0000027063293750000044,0.9999999999999998,21287.713335785214,11.3116842335344,1403909.3317597066
785,"plate",990,989,951,0.0000027063293749999955,1,21829.969136118903,10.784393220017689,1279665.162615256
786,"plate",858,857,819,0.0000027063293749999917,1,29214.584748348872,10.041821625045804,1134503.6249265876
787,"plate",820,858,819,0.0000027063293749999955,0.9999999999999998,29380.794828210575,10.266544144595166,1181976.7726274866
788,"plate",791,820,819,0.0000027063293750000044,1,31390.815930480054,11.026702933069124,1366222.3459401557
789,"plate",857,818,819,0.0000027063293749999917,0.9999999999999998,27884.423564037195,8.864647745032418,888309.3626365969
790,"plate",992,954,993,0.0000027063293749999955,0.9999999999999998,27986.974587939236,9.576576447680267,1031530.3411390624
791,"plate",994,1032,993,0.0000027063293750000044,0.9999999999999998,29292.336897979127,9.100329459627872,938805.1481465391
792,"plate",769,796,768,0.0000027063293749999955,0.9999999999999998,821.2229921545791,5.6466213933108955,343514.0607175708
793,"plate",743,769,768,0.0000027063293750000044,1,864.9422077399204,5.616655724660203,339865.58471093985
794,"plate",796,795,768,0.0000027063293749999955,1,662.8720781593668,6.7758143510359545,494599.5468158469
795,"plate",742,743,768,0.0000027063293750000044,1,253.0366396255373,4.388058838916778,207424.02246161053
796,"plate",918,957,956,0.0000027063293750000044,1,30875.04509193222,8.442147475497046,819939.8083956989
797,"plate",917,918,956,0.0000027063293750000044,1,29751.443407163635,8.353278820920604,799436.0185939205
798,"plate",742,741,718,0.0000027063293749999955,1,271.08502876790016,4.351541112668727,203984.63985780545
799,"plate",741,717,718,0.0000027063293749999955,1,307.7254635012344,3.402144371089375,124689.69764058758
800,"plate",717,694,718,0.000002706329375,1,301.9772057326597,3.2512207157653856,113871.24221002909
801,"plate",609,135,573,0.0000030613939062500007,0.9704658179824214,31959.560819514503,7.093123805467639,596803.7288482924
802,"plate",135,534,573,0.0000023512648437500005,0.9618858771253139,32132.555806319455,7.104749083267444,598647.0625091166
803,"plate",574,610,573,0.0000027063293750000023,0.9999999999999998,30428.853272947657,7.139905981547241,599013.0187460124
804,"plate",535,574,573,0.0000027063293750000027,0.9999999999999998,30470.525686747635,7.140797377031721,598921.1201535093
805,"plate",610,609,573,0.0000027063293750000006,1,30158.212685760056,6.849090870116591,553866.314574429
806,"plate",534,535,573,0.0000027063293750000006,1,32231.023787508067,7.358930169431274,639013.2844988431
807,"plate",317,318,356,0.0000027063293750000023,1.0000000000000002,2907.988721668168,10.33145188137227,1150367.723711918
808,"plate",355,317,356,0.0000027063293750000023,1.0000000000000002,4293.271019110328,10.301790635281744,1144342.7322441603
809,"plate",394,355,356,0.000002706329375000003,1,4306.827506444377,10.303396624215454,1144687.1347495744
810,"plate",318,357,356,0.0000027063293750000023,1.0000000000000002,1470.337844081196,10.245730537103537,1131015.2443608753
811,"plate",1144,1106,1145,0.0000027063293750000044,0.9999999999999998,22860.482158135703,10.000085514389365,1106345.0937123902
812,"plate",650,211,673,0.00000314725808912219,0.9669992287644262,932.0713074620876,4.288561277926084,198167.20736097477
813,"plate",649,650,673,0.0000027063293750000044,1,1129.7504682097847,5.343997156858649,307696.1325892391
814,"plate",696,672,673,0.000002706329375,1,422.50305716022314,3.84279531214253,159082.11571946845
815,"plate",672,649,673,0.0000027063293750000044,0.9999999999999998,423.27854458128263,4.034968600969299,175394.43582002513
816,"plate",466,427,428,0.0000027063293750000023,1.0000000000000002,20606.432233448286,10.994372305694004,1325996.7772687182
817,"plate",427,389,428,0.0000027063293750000023,1.0000000000000002,20633.06767983526,10.98723486225943,1324090.6894723794
818,"plate",390,429,428,0.0000027063293750000023,1.0000000000000002,17323.390744137883,11.059943757270188,1334515.3812228767
819,"plate",389,390,428,0.0000027063293750000023,1.0000000000000002,18419.70788789806,10.74095376984676,1261824.2353225886
820,"plate",553,554,591,0.0000027063293750000044,1,12569.488541404344,12.13930252558387,1595771.4169342532
821,"plate",590,553,591,0.0000027063293750000044,0.9999999999999998,8578.444185551574,10.872477020143505,1277945.2050537698
822,"plate",459,458,420,0.0000027063293749999985,1,32571.432560056826,7.981145437773274,743159.6501889525
823,"plate",381,382,420,0.0000027063293749999985,1,33706.303010106036,8.328622305695339,808728.4205949683
824,"plate",421,459,420,0.0000027063293749999985,1,32499.357487110792,8.290633401299512,797816.4932738998
825,"plate",382,421,420,0.0000027063293749999985,1.0000000000000002,32495.074098979632,8.27793948061972,795058.7747032951
826,"padR",635,636,659,0.000002706329375,1,33401.62554573991,1.0502631615747302,88244.21668487582
827,"padR",682,658,659,0.0000027063293750000044,1,32730.306320950946,1.032185661595644,85232.57920029097
828,"padR",658,635,659,0.000002706329375,1,32737.97560451665,1.0323917110831478,85266.61160905517
829,"plate",276,238,277,0.0000027063293750000023,1.0000000000000002,10277.224138536809,10.4327231923236,1178467.7140443495
830,"plate",278,316,277,0.0000027063293750000023,1.0000000000000002,7307.937998155493,10.408875730883322,1170181.3937980125
831,"plate",1132,1094,1133,0.0000027063293750000044,0.9999999999999998,11766.418016398722,10.428163352242795,1179268.6916900033
832,"plate",88,1132,1133,0.000003282271562500032,0.9816710084322948,11761.988390658651,10.428101811969226,1179260.0329366121
833,"plate",87,88,1133,0.000003282271562500032,0.9816710084322948,10268.312707344121,10.418178074722354,1175191.2040538401
834,"plate",1134,87,1133,0.000003282271562500032,0.9816710084322948,8785.210679922138,10.42047399961677,1174131.58059576
835,"plate",393,394,432,0.0000027063293750000023,1.0000000000000002,5689.169572481333,10.295015191230853,1143580.0945023054
836,"plate",431,393,432,0.0000027063293750000023,1.0000000000000002,7014.4223738316605,10.32655815615017,1151599.4236353314
837,"padL",377,376,339,0.0000027063293750000006,1,36967.840434623984,1.1641544745980699,108420.45125813664
838,"padL",300,340,339,0.0000027063293749999998,0.9999999999999998,37334.47289613426,1.1801905891325168,111427.98613415657
839,"padL",340,377,339,0.000002706329375000001,1,37336.98146700283,1.1803165403039224,111451.77082520167
840,"padL",376,125,339,0.000002754905781250003,0.9993674155849073,37477.54281311587,1.1760757701708364,110652.33737463408
841,"plate",1148,1110,1149,0.0000027063293750000044,0.9999999999999998,31038.312329198885,9.010293866967121,927223.8549163848
842,"plate",1110,1111,1149,0.0000027063293750000044,1,31851.465970653822,8.854443509106932,899690.6453907909
843,"plate",613,644,643,0.0000027063293749999964,1.0000000000000002,22733.86082742869,6.212119475845533,443380.62270091544
844,"plate",644,668,643,0.0000027063293750000006,1,22098.977632430244,6.056524172556541,421930.11374051595
845,"plate",668,667,643,0.0000027063293750000006,0.9999999999999998,21451.31982850796,5.65198916015228,368785.1284688654
846,"plate",612,613,643,0.0000027063293749999964,1,25473.730949906712,6.886807175345599,546493.4055396375
847,"plate",642,612,643,0.000002706329375,1,24521.30167475336,6.352527517846613,466918.1277144875
848,"plate",667,642,643,0.0000027063293750000044,1,24199.174375723385,6.2842909608954445,457282.84379755805
849,"plate",561,598,597,0.0000027063293750000044,1,27093.605400822034,7.650589707200341,669937.391856965
850,"plate",560,561,597,0.0000027063293750000044,1,28492.302857884344,8.524477520122309,827898.6121577716
851,"plate",627,596,597,0.0000027063293750000044,1,27733.295105210582,8.447973575707085,811776.509152763
852,"plate",596,560,597,0.0000027063293750000044,0.9999999999999998,27150.728841386866,8.235402555808468,770194.9433185176
853,"plate",364,326,365,0.0000027063293750000023,1.0000000000000002,22191.18527593956,10.282826144527837,1166316.0442925773
854,"plate",403,364,365,0.000002706329375000003,1,22175.06101657251,10.292253295315744,1168635.551192199
855,"plate",326,327,365,0.0000027063293750000023,1.0000000000000002,23090.24944507535,10.070051385675955,1122114.3710021141
856,"plate",404,403,365,0.000002706329375000003,1,23895.874319322902,10.291447567068772,1172444.568112546
857,"plate",366,404,365,0.000002706329375000003,1,24558.750173844608,10.025293914151398,1116337.1105053928
858,"plate",327,366,365,0.0000027063293750000023,1.0000000000000002,24565.323221194005,10.009028800951588,1112464.4867900226
859,"plate",28,249,27,0.0000013531646875000012,0.7999999979024508,21565.870023943793,10.076783232593662,1119702.0359216575
860,"plate",249,248,27,0.0000013531646875000012,0.7999999979024508,20289.42969930859,10.166637483198901,1136350.4036167294
861,"plate",248,26,27,0.000001353164687500001,0.7999999979024506,18938.030097805273,10.236310569551827,1148754.8231308744
862,"plate",1102,1063,1064,0.0000027063293749999955,1,11841.195654329009,10.521364899323316,1200419.6459490983
863,"plate",1145,75,76,0.000003282271562500032,0.9816710084322948,23986.944281660417,9.872631679027299,1081889.899812437
864,"plate",77,1144,76,0.000003282271562500032,0.9816710084322948,21554.60330578059,10.07650235617894,1119654.2687499006
865,"plate",1144,1145,76,0.000003282271562500032,0.9816710084322948,22864.62904602771,9.99718240403631,1105638.1917843635
866,"plate",542,504,543,0.000002706329375,1,27713.34199432083,13.059958795392227,1879493.3178942902
867,"plate",581,542,543,0.0000027063293750000044,1,27982.591138996344,13.281667089055551,1945346.1328012655
868,"plate",936,898,937,0.0000027063293750000044,0.9999999999999998,24163.290946200974,10.997337323183336,1335809.9127823524
869,"plate",1097,1058,1059,0.0000027063293749999955,1,2878.318186834557,10.290591260226643,1141288.641343483
870,"plate",18,240,239,0.0000013531646875000012,0.7999999979024508,5888.22390227548,10.399274195822885,1166958.801491091
871,"plate",240,278,239,0.0000027063293750000023,1.0000000000000002,5844.268067572065,10.399338073418157,1166971.1399857358
872,"plate",278,277,239,0.0000027063293750000023,1.0000000000000002,7302.908513578317,10.408559123695207,1170118.0727620972
873,"plate",17,18,239,0.0000013531646875000012,0.7999999979024508,7351.836357400207,10.408982159856007,1170218.2682916985
874,"plate",238,17,239,0.0000013531646875000012,0.7999999979024508,8820.676301261272,10.416480617148908,1173231.3275329478
875,"plate",277,238,239,0.0000027063293750000023,1.0000000000000002,8791.634465710844,10.416540953419698,1173241.8336604796
876,"plate",974,1012,973,0.0000027063293750000044,0.9999999999999998,26335.37712390861,9.985779090060516,1112205.8224919618
877,"plate",935,974,973,0.0000027063293749999955,1,26383.592897668444,10.037207884777944,1124223.431415909
878,"plate",934,935,973,0.0000027063293749999917,0.9999999999999998,27591.161170561318,9.788205244528454,1073616.5519115475
879,"plate",773,774,802,0.0000027063293749999955,1,24178.420209389726,6.45497380526307,480154.9209856392
880,"plate",801,773,802,0.0000027063293749999955,0.9999999999999998,25730.658878302715,7.204533136036589,595643.7233335972
881,"plate",840,801,802,0.0000027063293750000044,1,25796.641638763333,7.196644882132868,593585.8997894264
882,"plate",774,803,802,0.0000027063293749999955,1,26607.52554555596,7.002446091282064,566884.801522256
883,"plate",878,917,916,0.0000027063293749999955,1,29157.360067392696,8.89583368696319,899652.1001548346
884,"plate",877,878,916,0.0000027063293749999955,1,28341.52563152676,8.83810918039404,884798.9202610985
885,"plate",954,915,916,0.0000027063293750000044,1,28358.779794353388,9.422248254597898,999987.3025846678
886,"plate",915,877,916,0.0000027063293749999955,0.9999999999999998,28671.55450289294,9.571238123202782,1032877.4909030452
887,"plate",380,130,342,0.000002754905781249999,0.9993674155849073,36624.20174998512,8.196985249972792,795806.5931134844
888,"plate",381,380,342,0.0000027063293749999993,1,35322.649033323185,8.150248018303595,782470.1557227881
889,"plate",304,343,342,0.000002706329375,0.9999999999999998,34917.88699634526,8.344643107242659,815635.0120757848
890,"plate",343,381,342,0.0000027063293750000015,1,34912.33943995173,8.34797470099438,816428.1718442211
891,"plate",1016,1015,977,0.0000027063293750000044,1,16739.738884461116,10.699048657040565,1248830.5618400832
892,"plate",473,435,474,0.0000027063293750000023,1.0000000000000002,2537.9895828945046,9.69917734110199,1013819.6543495309
893,"plate",435,436,474,0.0000027063293750000023,1.0000000000000002,4109.277587463048,10.07923971376748,1095350.7221090714
894,"plate",546,508,547,0.000002706329375,1,7455.673105678009,10.267373693852061,1138950.6954246273
895,"plate",584,546,547,0.0000027063293750000044,1,7851.804626065488,10.619211828635722,1217990.0010798392
896,"plate",548,585,547,0.0000027063293750000044,0.9999999999999998,4496.685187501902,9.392989142286602,951479.8702890546
897,"plate",509,548,547,0.000002706329375,1,4309.269823658041,9.227416486257084,918357.157468134
898,"plate",585,584,547,0.0000027063293750000044,1,4834.859940790989,9.067999925487335,887251.8189264006
899,"plate",508,509,547,0.000002706329375,1,6554.178706365857,10.161833785832162,1114690.7934457834
900,"plate",270,309,308,0.0000027063293749999985,1,27411.29231876074,9.519767729729454,1017509.6878326854
901,"plate",309,347,308,0.0000027063293749999985,1,27410.677530765464,9.531413526095452,1020205.5882219267
902,"plate",347,346,308,0.0000027063293749999985,1,28443.405516834777,9.361948708058746,988403.6194638091
903,"plate",269,270,308,0.0000027063293749999985,1,28288.538401645787,9.388879308586448,993686.8633087715
904,"padR",160,161,751,0.0000031250000000000662,0.986435363873209,31077.598590646452,0.9923887479981773,78786.83417227119
905,"padR",778,160,751,0.0000018053820312500613,0.7506038109191455,31053.66789395044,0.992204227849336,78757.53838096777
906,"padR",728,752,751,0.0000027063293749999955,1,31840.89120817601,1.0102843017078151,81653.9496221798
907,"plate",364,402,363,0.000002706329375000003,1,19478.422192942562,10.480967051921741,1204618.632885324
908,"plate",325,364,363,0.0000027063293750000023,1.0000000000000002,19494.65349738459,10.47799243740613,1203840.6826969692
909,"plate",402,401,363,0.000002706329375000003,1,18434.890250865315,10.739996645377891,1261530.3222003223
910,"plate",324,325,363,0.0000027063293750000023,1.0000000000000002,17776.52518919892,10.41218092548559,1185581.7876830273
911,"plate",401,362,363,0.000002706329375000003,1,16529.2444418212,10.574117076671405,1219806.677855981
912,"plate",362,324,363,0.0000027063293750000023,1.0000000000000002,16534.78589364217,10.574067229143948,1219774.5138604937
913,"plate",588,587,550,0.0000027063293750000044,1,786.8350169277179,7.570589037649116,617455.2900175207
